"","Age","WorkClass","Education","MaritalStatus","Occupation","RelationshipToFamily","Race","Sex","Hours-Per-Week","Label"
"26524",35," Private"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"26526",17," Private"," 11th"," Never-married"," Other-service"," Other-relative"," White"," Female",12," <=50K"
"26527",41," Local-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Wife"," Black"," Female",40," >50K"
"26528",44," Private"," Assoc-voc"," Divorced"," Sales"," Not-in-family"," White"," Male",45," <=50K"
"26529",47," Private"," 7th-8th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"26530",24," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",40," <=50K"
"26532",34," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",52," <=50K"
"26533",62," Local-gov"," HS-grad"," Divorced"," Other-service"," Not-in-family"," Black"," Female",35," <=50K"
"26536",35," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"26537",38," Private"," HS-grad"," Separated"," Other-service"," Unmarried"," Black"," Female",32," <=50K"
"26538",28," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",50," <=50K"
"26540",59," State-gov"," 9th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"26541",42," Private"," Some-college"," Separated"," Adm-clerical"," Own-child"," White"," Female",40," <=50K"
"26542",54," Local-gov"," Masters"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",32," >50K"
"26543",39," Private"," HS-grad"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",45," <=50K"
"26547",62," Private"," Some-college"," Separated"," Sales"," Unmarried"," White"," Female",33," <=50K"
"26548",58," Private"," HS-grad"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"26549",43," Private"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"26551",31," Private"," HS-grad"," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",40," <=50K"
"26552",51," Local-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",70," >50K"
"26554",20," Private"," Some-college"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",70," <=50K"
"26555",35," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," >50K"
"26558",42," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"26560",28," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",70," >50K"
"26562",34," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Wife"," Black"," Female",40," <=50K"
"26563",50," State-gov"," HS-grad"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",52," <=50K"
"26564",50," Private"," Assoc-voc"," Widowed"," Exec-managerial"," Unmarried"," White"," Female",40," <=50K"
"26565",43," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," <=50K"
"26569",21," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",40," <=50K"
"26571",47," Private"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"26572",39," Private"," Assoc-acdm"," Divorced"," Prof-specialty"," Unmarried"," White"," Female",40," <=50K"
"26573",33," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"26575",38," Private"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",40," <=50K"
"26576",45," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"26577",42," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",45," >50K"
"26578",35," Private"," Some-college"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",45," <=50K"
"26579",21," Private"," HS-grad"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"26580",49," State-gov"," Assoc-voc"," Divorced"," Adm-clerical"," Not-in-family"," Black"," Female",44," <=50K"
"26581",50," Private"," Bachelors"," Separated"," Prof-specialty"," Own-child"," Other"," Female",40," <=50K"
"26583",20," Private"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," White"," Male",20," <=50K"
"26584",49," Private"," HS-grad"," Separated"," Prof-specialty"," Unmarried"," Black"," Female",40," <=50K"
"26586",22," Private"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"26588",67," Private"," 11th"," Widowed"," Adm-clerical"," Unmarried"," White"," Female",20," <=50K"
"26589",21," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," Other"," Female",40," <=50K"
"26590",60," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," Amer-Indian-Eskimo"," Male",50," <=50K"
"26591",17," Private"," 11th"," Never-married"," Other-service"," Own-child"," White"," Female",12," <=50K"
"26592",43," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",32," >50K"
"26595",38," Private"," Some-college"," Divorced"," Craft-repair"," Unmarried"," White"," Male",40," <=50K"
"26596",38," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"26597",35," Private"," Assoc-acdm"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",99," >50K"
"26598",40," Private"," Some-college"," Never-married"," Sales"," Not-in-family"," White"," Male",40," <=50K"
"26603",25," Private"," Some-college"," Married-spouse-absent"," Adm-clerical"," Unmarried"," White"," Female",22," <=50K"
"26605",24," Private"," Assoc-acdm"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",48," <=50K"
"26606",62," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",48," <=50K"
"26607",54," Private"," Preschool"," Married-civ-spouse"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male",40," <=50K"
"26608",23," Private"," Bachelors"," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Female",40," <=50K"
"26609",60," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," <=50K"
"26610",18," Self-emp-inc"," HS-grad"," Never-married"," Farming-fishing"," Own-child"," White"," Female",8," <=50K"
"26611",41," Local-gov"," Some-college"," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",40," <=50K"
"26613",62," State-gov"," Assoc-voc"," Widowed"," Exec-managerial"," Unmarried"," Black"," Female",40," <=50K"
"26616",31," Private"," HS-grad"," Never-married"," Sales"," Other-relative"," White"," Male",40," <=50K"
"26618",33," Self-emp-not-inc"," HS-grad"," Separated"," Craft-repair"," Unmarried"," White"," Male",50," <=50K"
"26619",62," Self-emp-not-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",16," <=50K"
"26620",27," Private"," 7th-8th"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",40," <=50K"
"26621",42," Federal-gov"," Assoc-voc"," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",40," >50K"
"26623",41," Private"," HS-grad"," Never-married"," Sales"," Not-in-family"," White"," Female",50," <=50K"
"26624",26," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," <=50K"
"26626",67," Self-emp-not-inc"," HS-grad"," Widowed"," Farming-fishing"," Not-in-family"," White"," Male",65," <=50K"
"26627",25," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," <=50K"
"26629",22," Private"," Bachelors"," Never-married"," Exec-managerial"," Unmarried"," White"," Male",40," <=50K"
"26630",19," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Male",20," <=50K"
"26631",26," Private"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",45," <=50K"
"26632",61," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," <=50K"
"26634",43," Private"," HS-grad"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"26635",53," Private"," HS-grad"," Divorced"," Priv-house-serv"," Not-in-family"," White"," Female",20," <=50K"
"26636",53," Federal-gov"," Some-college"," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",45," <=50K"
"26637",42," Self-emp-inc"," 12th"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",10," <=50K"
"26639",55," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",99," <=50K"
"26640",35," Federal-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"26641",17," Private"," 11th"," Never-married"," Sales"," Own-child"," White"," Female",16," <=50K"
"26642",55," Self-emp-not-inc"," Prof-school"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",35," <=50K"
"26643",36," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"26645",54," Self-emp-not-inc"," 10th"," Divorced"," Other-service"," Not-in-family"," Black"," Female",10," <=50K"
"26646",45," Self-emp-not-inc"," Bachelors"," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",45," <=50K"
"26649",31," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," <=50K"
"26651",34," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",40," >50K"
"26652",19," Private"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," Other"," Female",25," <=50K"
"26653",31," Federal-gov"," Assoc-acdm"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"26654",34," Private"," HS-grad"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",30," <=50K"
"26656",38," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"26657",21," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",20," <=50K"
"26658",27," Private"," 7th-8th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"26660",20," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," Other"," Female",20," <=50K"
"26661",24," Self-emp-not-inc"," Assoc-voc"," Never-married"," Other-service"," Unmarried"," White"," Female",38," <=50K"
"26662",27," Private"," Masters"," Never-married"," Tech-support"," Not-in-family"," White"," Male",40," <=50K"
"26663",18," Federal-gov"," 11th"," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",4," <=50K"
"26664",28," Local-gov"," Some-college"," Married-spouse-absent"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"26666",66," Private"," Some-college"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",20," <=50K"
"26667",19," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",15," <=50K"
"26668",59," Self-emp-not-inc"," 10th"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",36," <=50K"
"26669",33," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",46," <=50K"
"26670",28," Private"," 7th-8th"," Separated"," Handlers-cleaners"," Not-in-family"," White"," Male",40," <=50K"
"26671",34," Private"," Bachelors"," Never-married"," Other-service"," Not-in-family"," White"," Male",40," <=50K"
"26672",41," Private"," Some-college"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",55," <=50K"
"26673",30," Private"," 11th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," <=50K"
"26675",42," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",60," <=50K"
"26677",29," Private"," 10th"," Married-spouse-absent"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"26679",53," Local-gov"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",35," <=50K"
"26680",41," Private"," 7th-8th"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," <=50K"
"26681",32," Private"," Some-college"," Divorced"," Sales"," Unmarried"," White"," Female",30," <=50K"
"26683",20," Private"," HS-grad"," Never-married"," Sales"," Not-in-family"," White"," Female",30," <=50K"
"26684",49," Private"," Masters"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," >50K"
"26685",36," Local-gov"," Bachelors"," Never-married"," Prof-specialty"," Unmarried"," White"," Male",40," <=50K"
"26686",33," State-gov"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",45," <=50K"
"26687",25," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Female",34," <=50K"
"26692",51," Private"," Some-college"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",50," <=50K"
"26693",22," Private"," Assoc-acdm"," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",20," <=50K"
"26694",34," Private"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",50," <=50K"
"26695",22," Private"," 10th"," Married-civ-spouse"," Sales"," Wife"," White"," Female",40," <=50K"
"26696",34," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"26697",56," Private"," HS-grad"," Divorced"," Other-service"," Not-in-family"," White"," Male",40," <=50K"
"26698",49," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"26699",36," Private"," Bachelors"," Never-married"," Other-service"," Not-in-family"," White"," Female",40," <=50K"
"26700",18," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Female",20," <=50K"
"26702",48," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," <=50K"
"26703",35," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"26707",28," Private"," Some-college"," Never-married"," Sales"," Not-in-family"," White"," Female",50," <=50K"
"26709",65," Federal-gov"," HS-grad"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"26710",26," Private"," Some-college"," Married-spouse-absent"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"26711",50," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," >50K"
"26712",26," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," <=50K"
"26713",70," Private"," HS-grad"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",20," <=50K"
"26716",31," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"26717",43," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",55," >50K"
"26720",26," Private"," HS-grad"," Never-married"," Craft-repair"," Unmarried"," Black"," Female",40," <=50K"
"26721",23," Private"," 10th"," Never-married"," Craft-repair"," Not-in-family"," White"," Female",40," <=50K"
"26722",41," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",60," <=50K"
